,NUM_CALLER_KEY,CELL_CALL_CODE,TIME_CALL,FESTIVE
0,14615194667453690,0,2017-01-22 15:49:53,1
1,14615194667453690,1,2017-01-29 12:40:34,1
2,14615194667453690,1,2017-01-29 12:41:19,1
3,14615194667453690,1,2017-01-22 15:51:02,1
4,14615194667453690,1,2017-01-22 15:51:38,1
5,14615350776332570,2,2017-01-17 19:08:27,0
6,14615402173409940,3,2017-01-02 20:38:09,0
7,14615402173409940,3,2017-01-25 20:55:48,0
8,14615330681559970,4,2017-01-26 16:21:39,0
9,14615330681559970,4,2017-01-26 16:22:34,0
10,14615350776332570,4,2017-02-07 18:54:11,0
11,14615437485485910,5,2017-01-17 21:10:20,0
12,14615426104544740,6,2017-02-03 12:03:22,0
13,14615426104544740,6,2017-02-03 12:12:10,0
14,14615426104544740,6,2017-02-03 12:15:18,0
15,14615426104544740,6,2017-02-03 12:23:11,0
16,14615363285427770,6,2017-02-08 15:40:19,0
17,14615426104544740,6,2017-02-03 19:10:57,0
18,14615209638088820,7,2017-02-05 14:46:11,1
19,14615362915496210,8,2017-01-13 20:41:51,0
20,14615362915496210,8,2017-01-13 20:41:59,0
21,14615342747560270,8,2017-01-31 22:00:56,0
22,14615342747560270,8,2017-01-31 22:01:00,0
23,14615342747560270,8,2017-01-31 22:01:03,0
24,14615342747560270,9,2017-01-22 02:46:45,1
25,14615342747560270,9,2017-01-22 02:47:03,1
26,14615342747560270,9,2017-02-10 11:43:23,0
27,14615342747560270,9,2017-02-02 14:32:37,0
28,14615342747560270,9,2017-02-08 14:51:26,0
29,14615342747560270,9,2017-02-12 15:17:17,1
30,14615342747560270,9,2017-02-12 15:17:26,1
31,14615342747560270,9,2017-02-12 15:17:48,1
32,14615342747560270,9,2017-01-30 18:18:16,0
33,14615342747560270,9,2017-01-20 19:02:58,0
34,14615342747560270,9,2017-02-04 19:45:04,1
35,14615342747560270,9,2017-01-25 20:04:16,0
36,14615342747560270,9,2017-02-05 21:32:01,1
37,14615342747560270,9,2017-02-05 21:36:37,1
38,14615342747560270,9,2017-02-04 20:23:52,1
39,14615342747560270,9,2017-02-04 19:53:07,1
40,14615342747560270,9,2017-01-20 17:09:17,0
41,14615209638088820,10,2017-02-10 09:51:07,0
42,14615209638088820,10,2017-01-27 11:30:26,0
43,14615209638088820,10,2017-02-02 11:44:00,0
44,14615209638088820,10,2017-01-26 12:31:02,0
45,14615209638088820,10,2017-02-10 12:41:29,0
46,14615209638088820,10,2017-02-06 12:46:13,0
47,14615209638088820,10,2017-01-31 13:06:38,0
48,14615209638088820,10,2017-02-11 13:08:23,1
49,14615209638088820,10,2017-01-27 13:15:53,0
50,14615209638088820,10,2017-01-31 13:28:19,0
51,14615209638088820,10,2017-02-01 13:29:01,0
52,14615209638088820,10,2017-01-30 13:34:21,0
53,14615209638088820,10,2017-01-02 14:20:41,0
54,14615209638088820,10,2017-02-03 14:30:59,0
55,14615209638088820,10,2017-02-03 14:32:24,0
56,14615209638088820,10,2017-02-07 15:03:02,0
57,14615362915496210,11,2017-01-28 05:30:34,1
58,14615362915496210,11,2017-01-09 07:48:23,0
59,14615362915496210,11,2017-02-04 11:41:10,1
60,14615220484732090,11,2017-01-26 12:31:36,0
61,14615396446378240,11,2017-01-04 20:08:02,0
62,14615362915496210,11,2017-01-02 20:19:37,0
63,14615362915496210,11,2017-01-13 20:42:15,0
64,14615362915496210,11,2017-01-13 20:55:53,0
65,14615362915496210,11,2017-02-06 12:29:27,0
66,14615342747560270,12,2017-02-08 00:08:36,0
67,14615342747560270,12,2017-02-08 00:08:38,0
68,14615342747560270,12,2017-02-08 00:09:17,0
69,14615342747560270,12,2017-02-08 01:12:15,0
70,14615342747560270,12,2017-02-08 01:12:54,0
71,14615342747560270,12,2017-02-08 01:13:43,0
72,14615342747560270,12,2017-02-08 01:14:31,0
73,14615342747560270,12,2017-01-25 02:57:00,0
74,14615342747560270,12,2017-01-22 03:12:08,1
75,14615342747560270,12,2017-01-22 03:13:02,1
76,14615342747560270,12,2017-01-20 03:49:29,0
77,14615342747560270,12,2017-01-20 04:06:11,0
78,14615209638088820,12,2017-01-23 08:03:31,0
79,14615342747560270,12,2017-02-06 10:19:37,0
80,14615342747560270,12,2017-01-28 14:02:56,1
81,14615342747560270,12,2017-02-04 18:17:33,1
82,14615342747560270,12,2017-02-05 19:22:49,1
83,14615342747560270,12,2017-02-06 19:44:11,0
84,14615342747560270,12,2017-01-28 19:49:49,1
85,14615342747560270,12,2017-01-28 19:50:36,1
86,14615342747560270,12,2017-01-25 19:51:07,0
87,14615342747560270,12,2017-01-21 19:58:40,1
88,14615342747560270,12,2017-02-08 20:02:18,0
89,14615342747560270,12,2017-01-25 21:52:38,0
90,14615342747560270,12,2017-01-31 22:14:04,0
91,14615342747560270,12,2017-01-21 22:17:43,1
92,14615342747560270,12,2017-02-07 23:46:41,0
93,14615342747560270,12,2017-01-21 01:28:52,1
94,14615342747560270,12,2017-01-20 18:38:52,0
95,14615342747560270,12,2017-01-21 00:54:52,1
96,14615342747560270,12,2017-01-20 18:06:19,0
97,14615342747560270,12,2017-01-22 19:06:05,1
98,14615342747560270,12,2017-01-26 00:25:25,0
99,14615209638088820,13,2017-01-02 07:45:55,0
100,14615209638088820,13,2017-01-03 10:54:32,0
101,14615209638088820,13,2017-02-06 12:26:14,0
102,14615209638088820,13,2017-02-04 12:51:58,1
103,14615209638088820,13,2017-02-03 13:55:16,0
104,14615362915496210,14,2017-01-28 06:05:32,1
105,14615362915496210,14,2017-01-04 07:53:08,0
106,14615396446378240,14,2017-01-08 10:28:55,1
107,14615209638088820,14,2017-02-07 13:04:45,0
108,14615362915496210,14,2017-01-29 13:21:20,1
109,14615342747560270,14,2017-01-23 14:32:43,0
110,14615414061338340,14,2017-01-18 16:07:26,0
111,14615362915496210,14,2017-01-13 20:55:45,0
112,14615362915496210,14,2017-01-14 22:16:17,1
113,14615342747560270,15,2017-02-08 00:01:34,0
114,14615342747560270,15,2017-02-08 00:03:38,0
115,14615342747560270,15,2017-02-08 00:13:25,0
116,14615342747560270,15,2017-02-08 00:13:26,0
117,14615342747560270,15,2017-02-08 00:13:53,0
118,14615342747560270,15,2017-02-08 00:32:42,0
119,14615342747560270,15,2017-02-08 00:32:44,0
120,14615342747560270,15,2017-02-08 00:33:15,0
121,14615342747560270,15,2017-02-08 00:34:39,0
122,14615342747560270,15,2017-02-08 00:41:06,0
123,14615342747560270,15,2017-02-08 00:45:52,0
124,14615342747560270,15,2017-02-08 00:59:41,0
125,14615342747560270,15,2017-02-08 01:08:05,0
126,14615342747560270,15,2017-02-08 01:08:09,0
127,14615342747560270,15,2017-02-08 01:10:53,0
128,14615342747560270,15,2017-01-25 01:15:15,0
129,14615342747560270,15,2017-01-25 01:15:19,0
130,14615342747560270,15,2017-02-08 01:16:27,0
131,14615342747560270,15,2017-02-08 01:17:25,0
132,14615342747560270,15,2017-02-08 01:19:01,0
133,14615342747560270,15,2017-01-25 01:21:28,0
134,14615342747560270,15,2017-02-08 01:34:37,0
135,14615342747560270,15,2017-02-08 01:36:22,0
136,14615342747560270,15,2017-02-08 01:43:38,0
137,14615342747560270,15,2017-01-23 02:13:25,0
138,14615342747560270,15,2017-01-22 02:27:28,1
139,14615342747560270,15,2017-01-25 02:35:51,0
140,14615342747560270,15,2017-01-25 02:35:59,0
141,14615342747560270,15,2017-01-22 02:49:43,1
142,14615342747560270,15,2017-01-22 02:50:43,1
143,14615342747560270,15,2017-01-22 02:53:19,1
144,14615342747560270,15,2017-01-22 02:53:31,1
145,14615342747560270,15,2017-01-22 02:53:46,1
146,14615342747560270,15,2017-01-22 02:56:02,1
147,14615342747560270,15,2017-01-25 02:57:45,0
148,14615342747560270,15,2017-01-22 02:57:48,1
149,14615342747560270,15,2017-01-25 03:10:48,0
150,14615342747560270,15,2017-01-25 03:10:50,0
151,14615342747560270,15,2017-01-25 03:14:04,0
152,14615342747560270,15,2017-01-25 03:14:42,0
153,14615342747560270,15,2017-01-22 03:16:57,1
154,14615342747560270,15,2017-01-22 03:29:52,1
155,14615342747560270,15,2017-01-20 04:16:21,0
156,14615342747560270,15,2017-01-20 04:19:50,0
157,14615342747560270,15,2017-01-20 04:21:11,0
158,14615342747560270,15,2017-01-20 04:21:55,0
159,14615342747560270,15,2017-01-20 04:22:47,0
160,14615342747560270,15,2017-01-20 04:23:00,0
161,14615342747560270,15,2017-01-20 04:24:44,0
162,14615342747560270,15,2017-02-02 08:47:22,0
163,14615342747560270,15,2017-02-02 08:47:23,0
164,14615342747560270,15,2017-02-05 09:03:35,1
165,14615342747560270,15,2017-02-08 10:05:33,0
166,14615342747560270,15,2017-02-06 10:18:03,0
167,14615342747560270,15,2017-01-19 10:22:58,0
168,14615362915496210,15,2017-02-04 10:50:06,1
169,14615342747560270,15,2017-02-07 11:41:32,0
170,14615342747560270,15,2017-02-08 12:17:32,0
171,14615342747560270,15,2017-01-28 14:02:26,1
172,14615342747560270,15,2017-01-23 14:03:35,0
173,14615342747560270,15,2017-01-23 14:05:05,0
174,14615342747560270,15,2017-01-23 14:05:07,0
175,14615342747560270,15,2017-01-31 15:47:18,0
176,14615342747560270,15,2017-02-09 15:48:36,0
177,14615342747560270,15,2017-01-31 17:05:36,0
178,14615342747560270,15,2017-01-30 17:18:40,0
179,14615342747560270,15,2017-01-25 17:38:28,0
180,14615342747560270,15,2017-01-25 17:38:29,0
181,14615342747560270,15,2017-01-25 17:45:26,0
182,14615342747560270,15,2017-01-25 17:54:18,0
183,14615342747560270,15,2017-01-30 18:11:45,0
184,14615342747560270,15,2017-02-05 18:32:40,1
185,14615342747560270,15,2017-02-05 19:37:54,1
186,14615342747560270,15,2017-01-28 19:50:17,1
187,14615342747560270,15,2017-02-10 19:51:21,0
188,14615342747560270,15,2017-02-11 19:52:13,1
189,14615342747560270,15,2017-01-21 20:03:37,1
190,14615342747560270,15,2017-01-21 20:05:47,1
191,14615342747560270,15,2017-01-21 20:07:40,1
192,14615342747560270,15,2017-02-07 20:25:30,0
193,14615362915496210,15,2017-01-23 20:32:42,0
194,14615342747560270,15,2017-02-05 21:30:47,1
195,14615342747560270,15,2017-02-11 21:47:22,1
196,14615342747560270,15,2017-01-24 21:59:52,0
197,14615342747560270,15,2017-01-21 22:16:39,1
198,14615342747560270,15,2017-01-21 22:19:01,1
199,14615342747560270,15,2017-01-23 23:13:54,0
200,14615342747560270,15,2017-01-21 23:30:30,1
201,14615342747560270,15,2017-01-23 23:37:08,0
202,14615342747560270,15,2017-02-07 23:43:10,0
203,14615342747560270,15,2017-01-30 00:58:52,0
204,14615342747560270,15,2017-01-30 01:28:52,0
205,14615342747560270,15,2017-01-30 01:58:52,0
206,14615342747560270,15,2017-01-30 02:28:52,0
207,14615342747560270,15,2017-01-30 02:58:52,0
208,14615342747560270,15,2017-01-30 03:28:52,0
209,14615342747560270,15,2017-01-30 03:58:52,0
210,14615342747560270,15,2017-01-25 16:13:52,0
211,14615342747560270,15,2017-02-07 10:23:12,0
212,14615257870248900,15,2017-02-09 21:08:02,0
213,14615342747560270,15,2017-01-30 00:27:17,0
214,14615342747560270,15,2017-01-25 15:41:32,0
215,14615362915496210,16,2017-01-11 07:29:53,0
216,14615362915496210,16,2017-01-20 07:43:57,0
217,14615209638088820,16,2017-01-23 09:55:58,0
218,14615209638088820,16,2017-01-30 11:26:31,0
219,14615209638088820,16,2017-01-25 11:37:30,0
220,14615209638088820,16,2017-02-02 11:50:39,0
221,14615209638088820,16,2017-01-23 12:10:48,0
222,14615209638088820,16,2017-02-06 12:18:37,0
223,14615209638088820,16,2017-01-25 12:26:18,0
224,14615209638088820,16,2017-01-24 12:48:22,0
225,14615209638088820,16,2017-01-25 12:56:58,0
226,14615209638088820,16,2017-02-07 13:09:49,0
227,14615209638088820,16,2017-02-03 14:07:04,0
228,14615209638088820,16,2017-02-02 14:41:05,0
229,14615209638088820,16,2017-02-04 15:44:10,1
230,14615362915496210,17,2017-01-28 06:02:56,1
231,14615362915496210,17,2017-01-28 06:03:17,1
232,14615362915496210,17,2017-02-04 09:15:58,1
233,14615362915496210,17,2017-02-04 11:48:27,1
234,14615362915496210,17,2017-02-04 11:48:47,1
235,14615362915496210,17,2017-01-14 22:14:41,1
236,14615362915496210,17,2017-01-14 22:27:43,1
237,14615342747560270,18,2017-02-08 00:07:28,0
238,14615342747560270,18,2017-02-08 00:11:41,0
239,14615342747560270,18,2017-02-08 00:12:12,0
240,14615342747560270,18,2017-02-08 00:17:39,0
241,14615342747560270,18,2017-02-08 00:19:16,0
242,14615342747560270,18,2017-02-08 00:19:18,0
243,14615342747560270,18,2017-02-08 00:19:38,0
244,14615342747560270,18,2017-02-08 00:26:22,0
245,14615342747560270,18,2017-02-08 00:26:23,0
246,14615342747560270,18,2017-02-08 00:27:58,0
247,14615342747560270,18,2017-02-08 00:28:00,0
248,14615342747560270,18,2017-02-08 00:28:17,0
249,14615342747560270,18,2017-02-08 00:30:03,0
250,14615342747560270,18,2017-02-08 00:30:05,0
251,14615342747560270,18,2017-02-08 00:30:34,0
