,NUM_CALLER_KEY,CALL_DATE,TIME_MIN_CALL,CELL_CALL_CODE
0,14615194667453690,2017-01-22 00:00:00,2022-05-25 15:49:53,0
1,14615194667453690,2017-01-29 00:00:00,2022-05-25 12:40:34,1
2,14615194667453690,2017-01-29 00:00:00,2022-05-25 12:41:19,1
3,14615194667453690,2017-01-22 00:00:00,2022-05-25 15:51:02,1
4,14615194667453690,2017-01-22 00:00:00,2022-05-25 15:51:38,1
5,14615350776332570,2017-01-17 00:00:00,2022-05-25 19:08:27,2
6,14615402173409940,2017-01-02 00:00:00,2022-05-25 20:38:09,3
7,14615402173409940,2017-01-25 00:00:00,2022-05-25 20:55:48,3
8,14615330681559970,2017-01-26 00:00:00,2022-05-25 16:21:39,4
9,14615330681559970,2017-01-26 00:00:00,2022-05-25 16:22:34,4
10,14615350776332570,2017-02-07 00:00:00,2022-05-25 18:54:11,4
11,14615437485485910,2017-01-17 00:00:00,2022-05-25 21:10:20,5
12,14615426104544740,2017-02-03 00:00:00,2022-05-25 12:03:22,6
13,14615426104544740,2017-02-03 00:00:00,2022-05-25 12:12:10,6
14,14615426104544740,2017-02-03 00:00:00,2022-05-25 12:15:18,6
15,14615426104544740,2017-02-03 00:00:00,2022-05-25 12:23:11,6
16,14615363285427770,2017-02-08 00:00:00,2022-05-25 15:40:19,6
17,14615426104544740,2017-02-03 00:00:00,2022-05-25 19:10:57,6
18,14615209638088820,2017-02-05 00:00:00,2022-05-25 14:46:11,7
19,14615362915496210,2017-01-13 00:00:00,2022-05-25 20:41:51,8
20,14615362915496210,2017-01-13 00:00:00,2022-05-25 20:41:59,8
21,14615342747560270,2017-01-31 00:00:00,2022-05-25 22:00:56,8
22,14615342747560270,2017-01-31 00:00:00,2022-05-25 22:01:00,8
23,14615342747560270,2017-01-31 00:00:00,2022-05-25 22:01:03,8
24,14615342747560270,2017-01-22 00:00:00,2022-05-25 02:46:45,9
25,14615342747560270,2017-01-22 00:00:00,2022-05-25 02:47:03,9
26,14615342747560270,2017-02-10 00:00:00,2022-05-25 11:43:23,9
27,14615342747560270,2017-02-02 00:00:00,2022-05-25 14:32:37,9
28,14615342747560270,2017-02-08 00:00:00,2022-05-25 14:51:26,9
29,14615342747560270,2017-02-12 00:00:00,2022-05-25 15:17:17,9
30,14615342747560270,2017-02-12 00:00:00,2022-05-25 15:17:26,9
31,14615342747560270,2017-02-12 00:00:00,2022-05-25 15:17:48,9
32,14615342747560270,2017-01-30 00:00:00,2022-05-25 18:18:16,9
33,14615342747560270,2017-01-20 00:00:00,2022-05-25 19:02:58,9
34,14615342747560270,2017-02-04 00:00:00,2022-05-25 19:45:04,9
35,14615342747560270,2017-01-25 00:00:00,2022-05-25 20:04:16,9
36,14615342747560270,2017-02-05 00:00:00,2022-05-25 21:32:01,9
37,14615342747560270,2017-02-05 00:00:00,2022-05-25 21:36:37,9
38,14615342747560270,2017-02-04 00:00:00,2022-05-25 20:23:52,9
39,14615342747560270,2017-02-04 00:00:00,2022-05-25 19:53:07,9
40,14615342747560270,2017-01-20 00:00:00,2022-05-25 17:09:17,9
41,14615209638088820,2017-02-10 00:00:00,2022-05-25 09:51:07,10
42,14615209638088820,2017-01-27 00:00:00,2022-05-25 11:30:26,10
43,14615209638088820,2017-02-02 00:00:00,2022-05-25 11:44:00,10
44,14615209638088820,2017-01-26 00:00:00,2022-05-25 12:31:02,10
45,14615209638088820,2017-02-10 00:00:00,2022-05-25 12:41:29,10
46,14615209638088820,2017-02-06 00:00:00,2022-05-25 12:46:13,10
47,14615209638088820,2017-01-31 00:00:00,2022-05-25 13:06:38,10
48,14615209638088820,2017-02-11 00:00:00,2022-05-25 13:08:23,10
49,14615209638088820,2017-01-27 00:00:00,2022-05-25 13:15:53,10
50,14615209638088820,2017-01-31 00:00:00,2022-05-25 13:28:19,10
51,14615209638088820,2017-02-01 00:00:00,2022-05-25 13:29:01,10
52,14615209638088820,2017-01-30 00:00:00,2022-05-25 13:34:21,10
53,14615209638088820,2017-01-02 00:00:00,2022-05-25 14:20:41,10
54,14615209638088820,2017-02-03 00:00:00,2022-05-25 14:30:59,10
55,14615209638088820,2017-02-03 00:00:00,2022-05-25 14:32:24,10
56,14615209638088820,2017-02-07 00:00:00,2022-05-25 15:03:02,10
57,14615362915496210,2017-01-28 00:00:00,2022-05-25 05:30:34,11
58,14615362915496210,2017-01-09 00:00:00,2022-05-25 07:48:23,11
59,14615362915496210,2017-02-04 00:00:00,2022-05-25 11:41:10,11
60,14615220484732090,2017-01-26 00:00:00,2022-05-25 12:31:36,11
61,14615396446378240,2017-01-04 00:00:00,2022-05-25 20:08:02,11
62,14615362915496210,2017-01-02 00:00:00,2022-05-25 20:19:37,11
63,14615362915496210,2017-01-13 00:00:00,2022-05-25 20:42:15,11
64,14615362915496210,2017-01-13 00:00:00,2022-05-25 20:55:53,11
65,14615362915496210,2017-02-06 00:00:00,2022-05-25 12:29:27,11
66,14615342747560270,2017-02-08 00:00:00,2022-05-25 00:08:36,12
