,NUM_CALLER_KEY,CELL_CALL_CODE,TIME_CALL,FESTIVE
0,1511070392230259,6,2017-01-08 19:26:13,0
1,14615362915496210,175,2017-01-31 13:19:12,0
2,14615230806211460,117,2017-01-04 14:40:28,0
3,14615342747560270,24,2017-01-04 16:30:53,0
4,14615194667453690,70,2017-01-18 20:51:17,0
5,14615362915496210,354,2017-01-09 13:32:44,0
6,14615372369190770,1,2017-01-12 16:58:18,0
7,14615362915496210,17,2017-01-19 00:57:17,0
8,14615426104544740,843,2017-01-03 21:25:22,0
9,14616970979264120,244,2017-01-13 20:58:08,0
10,14615367719980210,569,2017-02-09 10:40:57,0
11,14615330398405970,658,2017-01-28 20:20:38,0
12,14615372369190770,1,2017-01-08 01:01:06,0
13,14615169567198860,758,2017-01-28 10:30:50,0
14,14615230806211460,55,2017-01-06 16:53:38,0
15,14615286875279600,544,2017-01-01 19:54:12,0
16,14615339806425970,84,2017-01-27 00:44:24,0
17,1511070392230259,779,2017-01-06 04:36:56,0
18,14615343172295840,231,2017-01-20 14:44:32,0
19,14615230806211460,160,2017-01-03 04:30:15,0
20,14615220009759520,18,2017-01-17 19:39:47,0
21,14615166004947990,12,2017-01-31 16:41:01,0
22,14615396446378240,1,2017-01-02 07:15:14,0
23,14615362915496210,304,2017-01-30 11:00:58,0
24,14616972901943720,161,2017-02-12 22:42:05,0
25,14615368752090240,18,2017-02-06 06:26:46,0
26,1511450097286867,219,2017-01-05 09:48:09,0
27,14615224339316630,187,2017-01-29 09:19:15,0
28,14615389847090640,276,2017-01-04 00:20:54,0
29,14615437485485910,106,2017-01-02 19:14:16,0
30,14615220484732090,350,2017-01-09 21:01:35,0
31,14615342747560270,263,2017-01-11 13:29:27,0
32,14615194667453690,446,2017-02-02 20:59:32,0
33,14615363285427770,501,2017-01-03 04:39:11,0
34,14615230806211460,522,2017-01-27 12:06:43,0
35,14615339806425970,34,2017-02-08 23:26:53,0
36,14616935434220920,161,2017-01-08 11:22:48,0
37,1511351423050227,249,2017-02-01 17:30:10,0
38,14615168023534590,538,2017-02-01 14:02:06,0
39,14615342747560270,257,2017-01-06 13:35:05,0
40,14615166004947990,460,2017-01-13 12:57:38,0
41,14615169567198860,519,2017-02-07 14:06:03,0
42,14615166004947990,832,2017-01-09 00:28:55,0
43,14616970979264120,314,2017-02-07 21:59:18,0
44,14615337422429130,473,2017-01-22 21:56:30,0
45,14615336477051000,15,2017-01-07 23:52:41,0
