,CHIAVE_NUM_CHIAMANTE,DATA_CHIAMATA,ORA_MIN_CHIAMATA,COD_CELLA_CHIAMATA
0,14609132626197636,20170123,143056,152
1,14599083164775760,20170109,151629,4
2,14623601113146784,20170118,132401,533
3,14620356965779628,20170205,155227,53
4,14624828737878958,20170203,195540,265
5,14606957818554962,20170128,110159,171
6,14600701202426798,20170201,160900,59
7,1549523554324452,20170107,183915,9
8,14625503848709754,20170116,195056,277
9,14609658704947390,20170130,165446,34
10,14594976793844620,20170127,122005,320
11,14609557468549938,20170120,185810,628
12,14592681796287174,20170106,153229,690
13,14614852143664672,20170115,093250,487
14,14612143900640904,20170125,182708,317
15,14608500785180234,20170130,160818,67
16,14616552183134050,20170128,105135,178
17,14609509699122300,20170107,190814,37
18,14593004773411908,20170109,201724,341
19,14619898913911184,20170113,142055,512
20,14623996166805646,20170124,091434,48
21,14627427797771350,20170203,125151,568
22,14601241649747778,20170121,131053,71
23,14616238682029526,20170121,131114,538
24,14614984501901664,20170210,132530,589
25,14609933313024120,20170127,153501,175
26,14617675726061726,20170124,160320,55
27,14607040753895568,20170203,135949,179
28,14605760662545456,20170107,144833,13
29,14610495679472508,20170112,191046,481
30,14614900318459636,20170104,142514,735
31,14591766012216536,20170116,170112,368
32,14617526583869772,20170109,194654,318
33,14604481784876852,20170126,184733,102
34,14602827573740584,20170111,153420,16
35,14605661277192812,20170125,165551,154
36,14618889370810804,20170209,182315,624
37,14614927163040052,20170122,122219,359
38,14627302910009878,20170210,172507,244
39,14618810214030282,20170117,171651,452
40,14619512410832180,20170123,114306,380
41,14616166065853478,20170129,143647,252
42,14619902012770242,20170114,122233,354
43,14610252696036852,20170124,161159,24
44,14607449512506400,20170203,115238,65
45,14623977507355018,20170209,120043,131
46,14623592262264444,20170122,115400,743
47,14601361203612048,20170110,120014,352
48,14603549943320700,20170126,141928,171
49,14612441883409532,20170117,222811,21
50,14611004166732592,20170207,130707,204
51,14617942384163564,20170118,141021,121
52,1558820490665846,20170108,192549,635
53,14620707383659050,20170104,182509,348
54,14620545080505688,20170126,205610,491
55,14612979503128288,20170127,190103,-2
56,14606757942473982,20170126,162925,39
57,14616474431129156,20170127,172445,90
